address_line_1,address_line_2,city,compliance_status,contract_decision,contribution_amount,contribution_date,cumulative_total,dataset_source,employer,exceeds_cumulative_limit,exceeds_single_limit,first_name,full_name,id,kyc_passed,kyc_status,last_name,occupation,phone,state,unique_id,wallet,zip
605 Cedar Place,,Raleigh,NO_KYC_RECORD,,811.15,2024-08-05,,merged,Tech Solutions Inc,,,Heather,,,,NOT_FOUND,Watson,Creative Director,555-8982,NC,LT5YGESQ,0x0ef0a3cf41099ff0370fec537266e33bb193ffcf,27601
472 Maple Court,,Chicago,NO_KYC_RECORD,,430.55,2024-04-22,,merged,Sports Management,,,Charlotte,,,,NOT_FOUND,Chen,Real Estate Agent,555-8618,IL,BIKJ52AQ,0x0f35d7146c2e374b0937ce698d42bb632c70ed81,60601
472 Maple Court,,Chicago,NO_KYC_RECORD,,604.32,2024-05-10,,merged,Sports Management,,,Charlotte,,,,NOT_FOUND,Chen,Real Estate Agent,555-8618,IL,BIKJ52AQ,0x0f35d7146c2e374b0937ce698d42bb632c70ed81,60601
472 Maple Court,,Chicago,NO_KYC_RECORD,,302.15,2024-07-23,,merged,Sports Management,,,Charlotte,,,,NOT_FOUND,Chen,Real Estate Agent,555-8618,IL,BIKJ52AQ,0x0f35d7146c2e374b0937ce698d42bb632c70ed81,60601
813 Ash Boulevard,,San Francisco,VALID,,1466.18,2024-07-24,,merged,Telecom Company,,,Noah,,,,PASSED,Vasquez,Teacher,555-3650,CA,VXAQ4IID,0x16f530f01f1116cfd3c5c022aab6f0441df82fbd,94102
825 Birch Drive,,San Jose,VALID,,801.54,2024-12-27,,merged,Airlines,,,Mason,,,,PASSED,Taylor,Mechanical Engineer,555-3169,CA,Y7YXP2TQ,0x1a266923ce883405ef40730b8973cd7781442039,95101
659 Birch Drive,,Detroit,NO_KYC_RECORD,,3299.91,2024-12-05,,merged,Fashion House,,,Rachel,,,,NOT_FOUND,Ortiz,Partner,555-8672,MI,O1SLGDF6,0x1a8964573d6d1d28b950996362d9f6da2b38885e,48201
354 Maple Road,,San Antonio,NO_KYC_RECORD,,694.9,2024-12-16,,merged,Airlines,,,Mark,,,,NOT_FOUND,Gray,Engineer,555-1588,TX,6OFTWGZ6,0x1bc03a152f48c8cdd240a373b79fa1fd6d46b0f5,78201
749 Pine Court,,Houston,VALID,,863.96,2024-08-02,,merged,Food Services,,,Richard,,,,PASSED,Perry,Attorney,555-7200,TX,V3MEWMIB,0x1c76af4858fb2bf47d806117b433252f6df240cf,77001
749 Pine Court,,Houston,VALID,,128.85,2024-11-08,,merged,Food Services,,,Richard,,,,PASSED,Perry,Attorney,555-7200,TX,V3MEWMIB,0x1c76af4858fb2bf47d806117b433252f6df240cf,77001
928 Oak Way,,Houston,NO_KYC_RECORD,,428.67,2024-05-01,,merged,Art Gallery,,,Charlotte,,,,NOT_FOUND,Kelly,CPA,555-2503,TX,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,77001
928 Oak Way,,Houston,NO_KYC_RECORD,,626.71,2024-06-22,,merged,Art Gallery,,,Charlotte,,,,NOT_FOUND,Kelly,CPA,555-2503,TX,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,77001
928 Oak Way,,Houston,NO_KYC_RECORD,,717.55,2024-06-23,,merged,Art Gallery,,,Charlotte,,,,NOT_FOUND,Kelly,CPA,555-2503,TX,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,77001
928 Oak Way,,Houston,NO_KYC_RECORD,,10.73,2024-08-15,,merged,Art Gallery,,,Charlotte,,,,NOT_FOUND,Kelly,CPA,555-2503,TX,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,77001
396 Spruce Street,,San Jose,NO_KYC_RECORD,,445.01,2024-03-19,,merged,Pharmacy Chain,,,Zachary,,,,NOT_FOUND,Medina,Financial Analyst,555-8426,CA,OHFLU3OH,0x1e76a2f53f0432153de523b6f533dbcb89014a66,95101
634 Willow Way,,San Francisco,NO_KYC_RECORD,,48.2,2024-12-13,,merged,Construction Co,,,Julia,,,,NOT_FOUND,Moore,Director,555-7038,CA,UWTXU6QO,0x1ef9abf4c32324319db56d3c97a2f2b675654f31,94102
609 Pine Circle,,Charlotte,NO_KYC_RECORD,,703.3,2024-03-29,,merged,Education First,,,Deborah,,,,NOT_FOUND,Nguyen,Software Engineer,555-7868,NC,SJTVFVB0,0x1faa993bad304b35f13dcee234392df2f3b90617,28201
609 Pine Circle,,Charlotte,NO_KYC_RECORD,,69.8,2024-10-13,,merged,Education First,,,Deborah,,,,NOT_FOUND,Nguyen,Software Engineer,555-7868,NC,SJTVFVB0,0x1faa993bad304b35f13dcee234392df2f3b90617,28201
885 Cedar Avenue,,Indianapolis,NO_KYC_RECORD,,1219.09,2024-02-07,,merged,Financial Advisory LLC,,,David,,,,NOT_FOUND,Gray,Professor,555-3595,IN,060BKHPG,0x22c2d0b5f6a28ab00af5804b0ad8866f6a1af515,46201
165 Oak Lane,,San Diego,NO_KYC_RECORD,,1801.93,2024-05-13,,merged,Film Studio,,,Sara,,,,NOT_FOUND,Anderson,Operations Manager,555-5573,CA,BXCCT17O,0x23b85badc811ea5160612fee46fe033bcc842d54,92101
165 Oak Lane,,San Diego,NO_KYC_RECORD,,707.31,2024-09-28,,merged,Film Studio,,,Sara,,,,NOT_FOUND,Anderson,Operations Manager,555-5573,CA,BXCCT17O,0x23b85badc811ea5160612fee46fe033bcc842d54,92101
636 Maple Way,,New York,NO_KYC_RECORD,,1928.28,2024-07-01,,merged,Auto Industries,,,Alexander,,,,NOT_FOUND,Nguyen,CEO,555-6943,NY,5IHZRG4O,0x253388843aa51c720f6787dc35a3f541047a46a9,10001
636 Maple Way,,New York,NO_KYC_RECORD,,767.81,2024-10-27,,merged,Auto Industries,,,Alexander,,,,NOT_FOUND,Nguyen,CEO,555-6943,NY,5IHZRG4O,0x253388843aa51c720f6787dc35a3f541047a46a9,10001
603 Ash Street,,Kansas City,VALID,,1274.1,2024-07-07,,merged,Art Gallery,,,Julia,,,,PASSED,Mitchell,Game Developer,555-3396,MO,8M0BJ6U9,0x25537341182677efd7b13297b9d158737b2c10c3,64101
568 Birch Drive,,Charlotte,VALID,,37.34,2024-08-23,,merged,Real Estate Group,,,Kevin,,,,PASSED,Cooper,Creative Director,555-7208,NC,EOA89JQR,0x25a81d9a08710762512088f686cb2a11cb08d3aa,28201
998 Oak Court,,Fresno,NO_KYC_RECORD,,43.73,2024-06-27,,merged,Education First,,,Denise,,,,NOT_FOUND,Owens,Network Engineer,555-5673,CA,122TZVNB,0x28ce14913a41d6858cff2780bab2dac19ac53102,93701
659 Birch Street,,Boston,NO_KYC_RECORD,,1458.94,2024-03-22,,merged,Pharmacy Chain,,,Anthony,,,,NOT_FOUND,Patel,Designer,555-2854,MA,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,02101
659 Birch Street,,Boston,NO_KYC_RECORD,,854.11,2024-08-25,,merged,Pharmacy Chain,,,Anthony,,,,NOT_FOUND,Patel,Designer,555-2854,MA,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,02101
659 Birch Street,,Boston,NO_KYC_RECORD,,985.95,2024-10-07,,merged,Pharmacy Chain,,,Anthony,,,,NOT_FOUND,Patel,Designer,555-2854,MA,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,02101
312 Poplar Lane,,Austin,VALID,,1662.89,2024-04-03,,merged,Aerospace Corp,,,Douglas,,,,PASSED,Long,Systems Analyst,555-7641,TX,GHN1RBNW,0x2da6ed35f23a97f2bcb70f9b04821754947703b5,78701
396 Oak Road,,Portland,NO_KYC_RECORD,,16.83,2024-11-30,,merged,Retail Chain,,,Diane,,,,NOT_FOUND,Morales,Producer,555-3456,OR,NGX9HRGV,0x2f9aa73566c8e49df152e96c4fdf6405e02938a2,97201
448 Birch Way,,Dallas,NO_KYC_RECORD,,938.2,2024-03-24,,merged,Accounting Firm,,,Walter,,,,NOT_FOUND,Harrison,Real Estate Agent,555-5890,TX,4376J1GV,0x318effcab4ce638cece0d59287d60367a79f3b22,75201
776 Oak Place,,Anaheim,NO_KYC_RECORD,,1827.95,2024-01-11,,merged,Sports Management,,,Charlotte,,,,NOT_FOUND,Aguilar,Project Manager,555-2564,CA,U22P0A4G,0x31eda11686c47c6ce67f545f67623e233a295489,92801
776 Oak Place,,Anaheim,NO_KYC_RECORD,,993.85,2024-07-25,,merged,Sports Management,,,Charlotte,,,,NOT_FOUND,Aguilar,Project Manager,555-2564,CA,U22P0A4G,0x31eda11686c47c6ce67f545f67623e233a295489,92801
348 Pine Street,,Austin,NO_KYC_RECORD,,10.47,2024-12-07,,merged,Consulting Firm,,,Brenda,,,,NOT_FOUND,Cruz,CEO,555-6380,TX,CPE2M3BW,0x3214a9b9e68f3fc25f06df837bb5036fbcb9c60f,78701
921 Poplar Circle,,Minneapolis,NO_KYC_RECORD,,977.17,2024-02-16,,merged,Aerospace Corp,,,Rebecca,,,,NOT_FOUND,Morgan,Pharmacist,555-4983,MN,RGBZX2ZV,0x338e51a7036a2d062c4348f191c49423131b8e19,55401
921 Poplar Circle,,Minneapolis,NO_KYC_RECORD,,61.91,2024-05-30,,merged,Aerospace Corp,,,Rebecca,,,,NOT_FOUND,Morgan,Pharmacist,555-4983,MN,RGBZX2ZV,0x338e51a7036a2d062c4348f191c49423131b8e19,55401
470 Maple Way,,Minneapolis,NO_KYC_RECORD,,103.39,2024-05-15,,merged,Hospital Network,,,Julie,,,,NOT_FOUND,Jenkins,Security Consultant,555-3576,MN,6KMNDSDD,0x3426886ae6468b24e157deed18c2b7903bac517b,55401
470 Maple Way,,Minneapolis,NO_KYC_RECORD,,28.38,2024-05-18,,merged,Hospital Network,,,Julie,,,,NOT_FOUND,Jenkins,Security Consultant,555-3576,MN,6KMNDSDD,0x3426886ae6468b24e157deed18c2b7903bac517b,55401
919 Ash Way,,Phoenix,NO_KYC_RECORD,,3300,2024-12-10,,merged,Construction Co,,,Peter,,,,NOT_FOUND,Moreno,Editor,555-6819,AZ,GENYJC9J,0x36bf71066dd6fc93456d0643b228b8278086bdce,85001
855 Poplar Way,,Tucson,VALID,,1687.01,2024-11-28,,merged,Retail Giants,,,Mark,,,,PASSED,Kim,Director,555-3690,AZ,M57JWYHO,0x3a5054038cd2fc7a7853c57d8954649a7250c2e2,85701
788 Oak Street,,Philadelphia,NO_KYC_RECORD,,1116.27,2024-02-02,,merged,Retail Chain,,,George,,,,NOT_FOUND,Hayes,Underwriter,555-9837,PA,ETQ4A0MC,0x3ad706f1fb16f02d574548d6ece4cdc7c4b71c7d,19101
788 Oak Street,,Philadelphia,NO_KYC_RECORD,,608.96,2024-05-04,,merged,Retail Chain,,,George,,,,NOT_FOUND,Hayes,Underwriter,555-9837,PA,ETQ4A0MC,0x3ad706f1fb16f02d574548d6ece4cdc7c4b71c7d,19101
788 Oak Street,,Philadelphia,NO_KYC_RECORD,,956.92,2024-08-20,,merged,Retail Chain,,,George,,,,NOT_FOUND,Hayes,Underwriter,555-9837,PA,ETQ4A0MC,0x3ad706f1fb16f02d574548d6ece4cdc7c4b71c7d,19101
124 Pine Way,,Milwaukee,NO_KYC_RECORD,,845.27,2024-01-24,,merged,Food Services,,,Jennifer,,,,NOT_FOUND,Mendoza,Operations Manager,555-6978,WI,AMNKHZ1B,0x3db59b0ecfdccda46e37fca7df83f9f66f45f2c1,53201
124 Pine Way,,Milwaukee,NO_KYC_RECORD,,42.18,2024-06-17,,merged,Food Services,,,Jennifer,,,,NOT_FOUND,Mendoza,Operations Manager,555-6978,WI,AMNKHZ1B,0x3db59b0ecfdccda46e37fca7df83f9f66f45f2c1,53201
124 Pine Way,,Milwaukee,NO_KYC_RECORD,,192.5,2024-11-25,,merged,Food Services,,,Jennifer,,,,NOT_FOUND,Mendoza,Operations Manager,555-6978,WI,AMNKHZ1B,0x3db59b0ecfdccda46e37fca7df83f9f66f45f2c1,53201
295 Willow Way,,Sacramento,NO_KYC_RECORD,,3299.84,2024-09-14,,merged,Nonprofit Org,,,Ruth,,,,NOT_FOUND,Castillo,Architect,555-6299,CA,QNIK9137,0x429a00449459ca69b289186fd69bb8d99609959e,95801
790 Willow Lane,,Oakland,NO_KYC_RECORD,,630.77,2024-12-06,,merged,Education First,,,Kevin,,,,NOT_FOUND,Jackson,Research Scientist,555-7366,CA,ZF5RXT8R,0x4370343fee9ccbba3333a74348800b5e05ebe661,94601
939 Poplar Avenue,,Los Angeles,VALID,,483.13,2024-05-05,,merged,Music Label,,,Gregory,,,,PASSED,Jenkins,Professor,555-8430,CA,PK7M5CYL,0x451206a32e3cdb54034607fcc15ae4faa519cee6,90001
939 Poplar Avenue,,Los Angeles,VALID,,433.12,2024-11-02,,merged,Music Label,,,Gregory,,,,PASSED,Jenkins,Professor,555-8430,CA,PK7M5CYL,0x451206a32e3cdb54034607fcc15ae4faa519cee6,90001
314 Pine Lane,,Philadelphia,NO_KYC_RECORD,,1669.42,2024-07-25,,merged,Sports Management,,,Carol,,,,NOT_FOUND,Johnson,Engineer,555-6041,PA,3MYBZPJ9,0x4578861245ae03df3909d210842d467976291fe5,19101
314 Pine Lane,,Philadelphia,NO_KYC_RECORD,,1629.58,2024-08-17,,merged,Sports Management,,,Carol,,,,NOT_FOUND,Johnson,Engineer,555-6041,PA,3MYBZPJ9,0x4578861245ae03df3909d210842d467976291fe5,19101
622 Maple Road,,Philadelphia,NO_KYC_RECORD,,815.99,2024-07-10,,merged,Healthcare Partners,,,Rebecca,,,,NOT_FOUND,Jordan,Professor,555-6364,PA,89CMLQ63,0x4a34c7bdb12ba3930b4f2801cb5b0c93af56b537,19101
622 Maple Road,,Philadelphia,NO_KYC_RECORD,,518.18,2024-08-25,,merged,Healthcare Partners,,,Rebecca,,,,NOT_FOUND,Jordan,Professor,555-6364,PA,89CMLQ63,0x4a34c7bdb12ba3930b4f2801cb5b0c93af56b537,19101
731 Oak Way,,Seattle,VALID,,43.15,2024-04-30,,merged,Logistics Co,,,Nathan,,,,PASSED,Bailey,CEO,555-1803,WA,I3CLB3U4,0x4a59d912a286645b5eb383d809755d8e03b383ae,98101
241 Poplar Lane,,Detroit,NO_KYC_RECORD,,1941.62,2024-07-09,,merged,Construction Co,,,Nicholas,,,,NOT_FOUND,Adams,Designer,555-5961,MI,8WUVFN9T,0x4ac73ebf27790a9a4650d10ca0b146a30de89946,48201
806 Poplar Drive,,San Jose,NO_KYC_RECORD,,38.28,2024-12-11,,merged,Pharmacy Chain,,,Patricia,,,,NOT_FOUND,Simmons,Partner,555-8119,CA,GJ360Y0R,0x4aef4b40363280778215fedef79b1f52fc74cc68,95101
613 Pine Way,,Miami,VALID,,375.19,2024-10-15,,merged,Pharmacy Chain,,,Jennifer,,,,PASSED,Vargas,CPA,555-7513,FL,QC3S78YD,0x4c1e27a0b54c139d71fb26e36844d22f93aa4cf3,33101
273 Cedar Court,,Boston,VALID,,46.24,2024-06-14,,merged,Travel Agency,,,Charles,,,,PASSED,Reyes,Security Consultant,555-2109,MA,FCPJ4T0A,0x4ca8c1ea0324538018d71b219d01121f44802ea4,02101
273 Cedar Court,,Boston,VALID,,811.88,2024-08-17,,merged,Travel Agency,,,Charles,,,,PASSED,Reyes,Security Consultant,555-2109,MA,FCPJ4T0A,0x4ca8c1ea0324538018d71b219d01121f44802ea4,02101
316 Birch Lane,,New York,NO_KYC_RECORD,,327.56,2024-11-09,,merged,Film Studio,,,Gerald,,,,NOT_FOUND,Bailey,Underwriter,555-4231,NY,FZY1OK53,0x4dcbbb517db46434d86ab320d7f33c5b7b24c8e9,10001
733 Poplar Circle,,Las Vegas,NO_KYC_RECORD,,820.56,2024-09-11,,merged,Construction Co,,,John,,,,NOT_FOUND,Marshall,Director,555-9207,NV,D4KMZPDR,0x4e2610b1417a9e4a332dfd2f7c9cd7a71e09cdac,89101
733 Poplar Circle,,Las Vegas,NO_KYC_RECORD,,1012.92,2024-10-09,,merged,Construction Co,,,John,,,,NOT_FOUND,Marshall,Director,555-9207,NV,D4KMZPDR,0x4e2610b1417a9e4a332dfd2f7c9cd7a71e09cdac,89101
935 Oak Circle,,Virginia Beach,NO_KYC_RECORD,,1273.05,2024-06-12,,merged,Music Label,,,Sara,,,,NOT_FOUND,Sanders,Professor,555-7493,VA,R6OLX2YW,0x4f182d7fca5d5db5a0b5179ff4b5e8afed6d6a04,23451
490 Spruce Road,,Detroit,NO_KYC_RECORD,,1658.64,2024-09-30,,merged,Architecture Firm,,,Jack,,,,NOT_FOUND,Hayes,Creative Director,555-3058,MI,AP4SH8KJ,0x4f7cbe911f229af59b59933f29d47d3294e1f910,48201
490 Spruce Road,,Detroit,NO_KYC_RECORD,,352.64,2024-10-16,,merged,Architecture Firm,,,Jack,,,,NOT_FOUND,Hayes,Creative Director,555-3058,MI,AP4SH8KJ,0x4f7cbe911f229af59b59933f29d47d3294e1f910,48201
220 Willow Way,,Indianapolis,VALID,,3300,2024-11-07,,merged,Nonprofit Org,,,Julie,,,,PASSED,Kim,Security Consultant,555-3716,IN,T8UUGKEH,0x4fc80d6a55925a5b5b8e3ae9c6fa56c9cf9bff5b,46201
573 Oak Circle,,Jacksonville,NO_KYC_RECORD,,592.48,2024-03-10,,merged,Music Label,,,Jessica,,,,NOT_FOUND,Hernandez,Mechanical Engineer,555-2695,FL,HOMDYJ6X,0x4fe076c393985d328c46384018b77ec09fadb831,32201
573 Oak Circle,,Jacksonville,NO_KYC_RECORD,,16,2024-12-23,,merged,Music Label,,,Jessica,,,,NOT_FOUND,Hernandez,Mechanical Engineer,555-2695,FL,HOMDYJ6X,0x4fe076c393985d328c46384018b77ec09fadb831,32201
524 Pine Court,,Seattle,VALID,,1269.73,2024-01-07,,merged,Nonprofit Org,,,Debra,,,,PASSED,Anderson,Operations Manager,555-9600,WA,M13JF1JW,0x523a2ca6a5d61408a22071c45869970473e785a5,98101
104 Pine Drive,,Charlotte,VALID,,1844.04,2024-06-17,,merged,Nonprofit Org,,,Christine,,,,PASSED,Washington,Producer,555-5974,NC,PYU7VDP8,0x5246d0a65978e9bd34c7aa7a52354b9f49797a80,28201
793 Birch Avenue,,Phoenix,VALID,,1804.55,2024-04-06,,merged,Gaming Studio,,,Denise,,,,PASSED,Brown,Engineer,555-1457,AZ,HXHX4VMR,0x53598c1e45f207f550fe89ffc12ea5fa1074c6f5,85001
382 Ash Way,,Phoenix,NO_KYC_RECORD,,464.8,2024-05-16,,merged,Film Studio,,,Ashley,,,,NOT_FOUND,Gutierrez,Restaurant Owner,555-7757,AZ,SKTN9UM4,0x5479e4c84180af2d1c1ea285377cd6a0834567e2,85001
831 Pine Boulevard,,Fort Worth,NO_KYC_RECORD,,230.37,2024-03-12,,merged,Pharmacy Chain,,,Kenneth,,,,NOT_FOUND,Woods,Banker,555-9256,TX,N7YMXCEN,0x576b1cec6392e4828d9265580b0f4386f5da9a38,76101
985 Ash Street,,San Jose,NO_KYC_RECORD,,1015.57,2024-02-04,,merged,Insurance Corp,,,Carol,,,,NOT_FOUND,Ellis,Consultant,555-3617,CA,RJ77OYU1,0x577785223d3bee101e0068ec4e2606dbdfb3dac4,95101
721 Poplar Avenue,,Minneapolis,NO_KYC_RECORD,,815.64,2024-05-22,,merged,Retail Giants,,,Anna,,,,NOT_FOUND,Romero,Real Estate Agent,555-6488,MN,GHV6TMP2,0x5832e71d9dcb0825c177aaced9ba15a3635b698c,55401
765 Pine Circle,,Boston,NO_KYC_RECORD,,1699.53,2024-06-09,,merged,Travel Agency,,,Joshua,,,,NOT_FOUND,Hall,Restaurant Owner,555-9828,MA,N6Z37BFH,0x5a7484093ea1c9f0ba6f92ecb04c5d31855b5edb,02101
765 Pine Circle,,Boston,NO_KYC_RECORD,,1599.47,2024-11-26,,merged,Travel Agency,,,Joshua,,,,NOT_FOUND,Hall,Restaurant Owner,555-9828,MA,N6Z37BFH,0x5a7484093ea1c9f0ba6f92ecb04c5d31855b5edb,02101
593 Cedar Place,,Las Vegas,NO_KYC_RECORD,,3300,2024-02-17,,merged,Aerospace Corp,,,Mason,,,,NOT_FOUND,Sullivan,Producer,555-8086,NV,CFNVL7IY,0x5b1faa040d43e4421e1195310a7a7043cad76edd,89101
585 Ash Road,,Philadelphia,VALID,,377.14,2024-11-27,,merged,Travel Agency,,,Maria,,,,PASSED,Patel,Software Engineer,555-3900,PA,G2EY457P,0x5bb8c5e66c45b686c8fcfe1dcf922b8be1c0cc65,19101
538 Spruce Avenue,,Chicago,NO_KYC_RECORD,,540.06,2024-10-22,,merged,University,,,Charlotte,,,,NOT_FOUND,Wells,Consultant,555-1134,IL,9JPPXXZE,0x5cde675d9ed83380ca00a447ab984db9c0d3981a,60601
538 Spruce Avenue,,Chicago,NO_KYC_RECORD,,1816.72,2024-10-24,,merged,University,,,Charlotte,,,,NOT_FOUND,Wells,Consultant,555-1134,IL,9JPPXXZE,0x5cde675d9ed83380ca00a447ab984db9c0d3981a,60601
758 Cedar Drive,,New York,NO_KYC_RECORD,,705.55,2024-02-19,,merged,Tech Solutions Inc,,,Mary,,,,NOT_FOUND,Griffin,Attorney,555-9965,NY,1VTXHOVE,0x5d80f366d3e403f877023b8fef5b8db4421aa091,10001
758 Cedar Drive,,New York,NO_KYC_RECORD,,1739.8,2024-08-20,,merged,Tech Solutions Inc,,,Mary,,,,NOT_FOUND,Griffin,Attorney,555-9965,NY,1VTXHOVE,0x5d80f366d3e403f877023b8fef5b8db4421aa091,10001
616 Poplar Way,,Detroit,VALID,,402.09,2024-04-09,,merged,Media Productions,,,Janet,,,,PASSED,Hamilton,Network Engineer,555-5176,MI,WVD3JZ0S,0x5f29d7266520f905a7ed3dc31fee98e81cd72907,48201
616 Poplar Way,,Detroit,VALID,,43.52,2024-05-11,,merged,Media Productions,,,Janet,,,,PASSED,Hamilton,Network Engineer,555-5176,MI,WVD3JZ0S,0x5f29d7266520f905a7ed3dc31fee98e81cd72907,48201
189 Spruce Way,,Austin,NO_KYC_RECORD,,1218.75,2024-07-17,,merged,Tech Startup,,,Dennis,,,,NOT_FOUND,Chen,Site Supervisor,555-2357,TX,2PQUL5JZ,0x6017210e5d9d04bd0bee39ebbb4a25a7f9e4c0dd,78701
176 Elm Boulevard,,Dallas,NO_KYC_RECORD,,579.38,2024-04-20,,merged,Retail Chain,,,Christopher,,,,NOT_FOUND,McDonald,Regional Manager,555-8841,TX,0ZSA683Z,0x62ce8019d99f1200de3aeac4442318d5f0b43a95,75201
176 Elm Boulevard,,Dallas,NO_KYC_RECORD,,377.72,2024-06-08,,merged,Retail Chain,,,Christopher,,,,NOT_FOUND,McDonald,Regional Manager,555-8841,TX,0ZSA683Z,0x62ce8019d99f1200de3aeac4442318d5f0b43a95,75201
479 Oak Place,,Atlanta,VALID,,483.18,2024-05-14,,merged,Nonprofit Org,,,David,,,,PASSED,Perez,Store Manager,555-6532,GA,ZO41S71R,0x63a1ea1588480d7c126c336d05a4abbc10417600,30301
479 Oak Place,,Atlanta,VALID,,382.82,2024-07-04,,merged,Nonprofit Org,,,David,,,,PASSED,Perez,Store Manager,555-6532,GA,ZO41S71R,0x63a1ea1588480d7c126c336d05a4abbc10417600,30301
110 Spruce Road,,Houston,NO_KYC_RECORD,,1004.48,2024-07-04,,merged,Hotel Chain,,,Andrea,,,,NOT_FOUND,Gibson,Teacher,555-8892,TX,QZJ4A5RX,0x6488c9349a0ac14172e8cc8672b8c5373d79ebf4,77001
110 Spruce Road,,Houston,NO_KYC_RECORD,,925.77,2024-11-28,,merged,Hotel Chain,,,Andrea,,,,NOT_FOUND,Gibson,Teacher,555-8892,TX,QZJ4A5RX,0x6488c9349a0ac14172e8cc8672b8c5373d79ebf4,77001
145 Willow Drive,,Phoenix,NO_KYC_RECORD,,119.92,2024-02-09,,merged,Publishing House,,,Lisa,,,,NOT_FOUND,Stewart,Real Estate Agent,555-3950,AZ,Q59TWRLG,0x664f7d7d8fa5764f4b78e5931613aaea385ce77d,85001
892 Pine Avenue,,Albuquerque,NO_KYC_RECORD,,1784.09,2024-12-10,,merged,Music Label,,,Debra,,,,NOT_FOUND,Bell,Engineer,555-7800,NM,WTNAVWP5,0x67a131c6035aba27743a288b9ea9638c735fb182,87101
869 Willow Street,,San Jose,NO_KYC_RECORD,,1796.63,2024-08-10,,merged,Healthcare Partners,,,Sophia,,,,NOT_FOUND,James,CEO,555-9503,CA,FWYUH5HZ,0x69ce55f1b440b11a32cd7ebd657b981aa3a88aa8,95101
827 Oak Road,,Indianapolis,NO_KYC_RECORD,,533.04,2024-06-23,,merged,Accounting Firm,,,Joshua,,,,NOT_FOUND,Stewart,Director,555-4815,IN,ZE770A29,0x6d6de9a618f8838c8eb7581594cfa3bcca2caf83,46201
173 Birch Court,,Milwaukee,VALID,,1182.19,2024-06-13,,merged,Tech Startup,,,Nicholas,,,,PASSED,Hughes,Software Engineer,555-7691,WI,KMFOSQ9O,0x70ec3b64e8ecfb732b3eeea4ee8d0cc5a050055c,53201
173 Birch Court,,Milwaukee,VALID,,195.89,2024-10-15,,merged,Tech Startup,,,Nicholas,,,,PASSED,Hughes,Software Engineer,555-7691,WI,KMFOSQ9O,0x70ec3b64e8ecfb732b3eeea4ee8d0cc5a050055c,53201
782 Oak Circle,,Charlotte,NO_KYC_RECORD,,1790.27,2024-11-13,,merged,Music Label,,,Brandon,,,,NOT_FOUND,Wood,Engineer,555-3539,NC,T65M28Z3,0x71283c24e1df5073f8eb52feb48bd5680ffc3ecb,28201
855 Ash Road,,Portland,NO_KYC_RECORD,,250.14,2024-05-31,,merged,Retail Giants,,,Eugene,,,,NOT_FOUND,Nelson,Architect,555-8956,OR,YDJM4G6H,0x718113be3ad96f60385ff9344640c73e25d25765,97201
855 Ash Road,,Portland,NO_KYC_RECORD,,639.1,2024-06-16,,merged,Retail Giants,,,Eugene,,,,NOT_FOUND,Nelson,Architect,555-8956,OR,YDJM4G6H,0x718113be3ad96f60385ff9344640c73e25d25765,97201
855 Ash Road,,Portland,NO_KYC_RECORD,,20.04,2024-10-15,,merged,Retail Giants,,,Eugene,,,,NOT_FOUND,Nelson,Architect,555-8956,OR,YDJM4G6H,0x718113be3ad96f60385ff9344640c73e25d25765,97201
657 Elm Boulevard,,Cleveland,VALID,,41.83,2024-08-24,,merged,Tech Solutions Inc,,,Ruth,,,,PASSED,Owens,Restaurant Owner,555-4789,OH,EIBZFFHN,0x72964cb2e2699a2dbbf456ceee7dacda44da9b80,44101
137 Elm Road,,Houston,VALID,,603.7,2024-05-22,,merged,Hospital Network,,,Chloe,,,,PASSED,Washington,Real Estate Agent,555-8722,TX,GMC4HU1A,0x72b6fbbefe9c2189db481e1d965db73185cf4ce6,77001
593 Birch Circle,,Cleveland,NO_KYC_RECORD,,36.96,2024-09-26,,merged,Telecom Company,,,Amy,,,,NOT_FOUND,Reed,Attorney,555-4412,OH,YFAU1TBD,0x73f8cd6698ad884f40e02888691e0096c62883e8,44101
358 Pine Road,,Seattle,NO_KYC_RECORD,,1246.7,2024-05-17,,merged,Pharmacy Chain,,,Jacqueline,,,,NOT_FOUND,Vasquez,Marketing Director,555-3929,WA,8E8S8O5B,0x759e3024366f02ceef107a3a5836c10100349918,98101
151 Elm Road,,Philadelphia,VALID,,1493.94,2024-05-19,,merged,Food Services,,,Barbara,,,,PASSED,Alvarez,Real Estate Agent,555-1041,PA,3BPC7AAP,0x7749e2a80b8ed640195638f4afdc45743decd62d,19101
224 Elm Lane,,Fresno,NO_KYC_RECORD,,3299.55,2024-07-29,,merged,Gaming Studio,,,Stephanie,,,,NOT_FOUND,Evans,Attorney,555-3524,CA,3ZKCNLYY,0x7aa65b7fb0109ad848527a8f9771c29df78e6fd7,93701
